smiles,ligand_id,activity_label
CCn1c(SCC(=O)Nc2nc3CCCCc3s2)nnc1c4ccccc4,851284,active
COc1ccc(OC)c(NC(=O)CSc2nc3cccnc3n2C)c1,851744,active
Oc1ccc(Nc2nc(N3CCCC3)c4ccccc4n2)cc1,852615,active
Cc1ccccc1C(=O)NCc2ccncc2,852874,active
COc1ccc(cc1OC)C2SCCN2S(=O)(=O)c3ccc(F)cc3,853497,active
COC(=O)c1cc2c3ccccc3[nH]c2c(C)n1,853662,active
Nc1nc(Cl)nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,855580,active
COc1ccc(cc1)C2=COc3cc(O)cc([O-])c3C2=O,855738,active
O=C(CSC1=C(C#N)C2(CCCC2)C(C#N)C(=O)N1)C3=Cc4ccccc4OC3=O,856651,active
CN1C(=O)NC(=O)c2c1nc(Br)n2CCCCSc3oc4ccccc4n3,856668,active
CC1(OCCO1)c2ccc3noc(c4ccc(Cl)cc4)c3c2,856963,active
o1nc2nc(c3ccccc3)c(nc2n1)c4ccccc4,857211,active
Nc1ccc2OC(=O)c3ccccc3c2c1,857306,active
CCCc1nnc2SCC(=Nn12)c3ccc(OC)c(OC)c3,857541,active
COC(=O)c1[nH]c2ccccc2c1NC(=O)C[NH+]3CCN(C(C)C3)c4cccc(OC)c4,857654,active
CN(Cc1ccccc1)c2nc3N(C)C(=O)NC(=O)c3n2Cc4ccccc4Cl,858049,active
CN(Cc1ccccc1)c2nc3N(C)C(=O)N(C)C(=O)c3n2CCCc4ccccc4,858184,active
CC1CCCCN1c2nc(nc3ccccc23)c4ccncc4,858595,active
CCCCc1nc2n[nH]c(N)c2c3CCCc13,859084,active
Nc1nc(CSc2n[nH]c(n2)c3ccccc3)nc(Nc4ccccc4)n1,860015,active
COc1ccc(cc1OC)c2nn3c(nnc3s2)c4occc4,860191,active
COc1ccc(c(O)c1OC)c2[nH]nc(C)c2c3ccc(Cl)cc3,860867,active
Oc1ccccc1c2nc(NCC3CCCO3)c4ccccc4n2,860891,active
COc1ccc(cc1)C2=Nn3c(SC2)nnc3c4ccc(OC)cc4,861634,active
COc1ccc(cc1OC)C2=Nn3c(SC2)nnc3c4ccccc4OC,861731,active
Cc1nc(Nc2ccc3OCCOc3c2)c4oc5ccccc5c4n1,862211,active
Cc1ccc2c(c1)[nH]c3c(ncnc23)N4CC[NH+](Cc5ccccc5)CC4,862844,active
COC(=O)[C@H](C)NC(=O)Nc1ccc(Oc2ccccc2)cc1,862861,active
COc1cc2[nH]c3c(ncnc3c2cc1OC)N4CCN(CC4)c5ccccn5,862910,active
COc1ccc(C2CC(=O)c3cnc(NC(=O)c4ccccc4OC)nc3C2)c(OC)c1,863122,active
CN1N=C(c2ccc(OCC(=O)N3CC[NH+](Cc4ccccc4)CC3)cc2)c5ccccc5C1=O,863149,active
Cc1nc(NCc2occc2)c3oc4ccccc4c3n1,863195,active
COc1ccc(cc1OC)c2oc(NCc3ccc(F)cc3)c(n2)C#N,863458,active
CN(Cc1ccccc1)c2nc3N(C)C(=O)NC(=O)c3n2CCOc4ccccc4,863504,active
COc1ccc(cc1OC)c2oc(NC(C)c3ccccc3)c(n2)C#N,863565,active
CN1C(=O)NC(=O)c2c1nc(N3CCCC3)n2C\C=C(/C)\Cl,863573,active
Brc1oc(cc1)c2nc3cc(ccc3[nH]2)N4C(=O)c5ccccc5C4=O,864048,active
CN1C(=O)N(CCc2ccccc2)C(=O)c3c1nc4N(CCc5ccccc5)CCCn34,864125,active
C1Sc2nnc(c3cc([nH]n3)c4ccccc4)n2N=C1c5ccccc5,864178,active
O=C1CC(Cc2nc(NCC3CCCO3)ncc12)c4cccs4,864662,active
O=C(CSc1n[nH]c(n1)c2cccnc2)Nc3ccnc4ccccc34,864846,active
Clc1cccc2sc(NC(=O)c3oc(Br)cc3)nc12,865066,active
CCOC(=O)c1ccc(NC(=O)CCc2onc(n2)c3ccccc3)cc1,865114,active
CCOC(=O)c1ccc(NC(=O)CCc2onc(n2)c3cccc(C)c3)cc1,865148,active
Cc1nc2oc3c(NCc4ccccn4)ncnc3c2c5CC(C)(C)OCc15,865499,active
Clc1ccc(OCc2nnc(SCc3nc4ccccc4[nH]3)n2Cc5occc5)cc1,865643,active
COc1ccc(N2CCn3c2nc4N(C)C(=O)N(CCCc5ccccc5)C(=O)c34)c(OC)c1,865665,active
Cc1cc(O)c(cc1C)c2cc([nH]n2)C(=O)Nc3ccc(cc3)S(=O)(=O)N4CCOCC4,866012,active
COc1ccc(Cl)cc1NS(=O)(=O)c2ccc(cc2)S(=O)(=O)N3CCCC3,3711143,active
CCOc1cc(ccc1OC(F)F)C(=O)Nc2ccc3OCOc3c2,3712148,active
Fc1ccc(cc1)S(=O)(=O)Nc2cccc(c2)c3cn4ccsc4[nH+]3,3712180,active
CC(=O)c1c(C)[nH]c(C(=O)OCc2oc(nn2)c3ccccc3)c1C,3712363,active
Cc1onc(C)c1CSCC(=O)N2CCN(CC2)c3cccc(C)c3C,3712502,active
O=C(CSc1nc(cs1)c2ccccc2)NC(=O)NCc3occc3,3713194,active
Cc1cc(C(=O)CSc2nc(N)cc(N)n2)c(C)n1CCc3ccc(F)cc3,3713341,active
Cc1onc(c1)n2c(C)cc(C(=O)CSc3ncnc4ccccc34)c2C,3714359,active
CN(c1ccccc1)S(=O)(=O)c2cccc(c2)C(=O)N3CCN(CC3)c4ccccn4,3714620,active
COc1cc(cc(OC)c1OC)C(=O)Nc2nc(cs2)c3cccs3,3714715,active
Clc1ccc(cc1S(=O)(=O)N2CCCCCC2)C(=O)Nc3cccnc3,3714792,active
CSC1=C(C#N)C(CC(=O)N1)c2cccc(Br)c2,3714847,active
Clc1ccc(OCC(=O)Nc2nc(cs2)c3cccs3)cc1,3716102,active
CC(C)CN1C(=C(C(=O)CSc2ccc3OCCOc3c2)C(=O)N(C)C1=O)N,3716390,active
OC(COc1ccc(Cl)c2ccccc12)C[NH+]3CCN(CC3)c4ccccn4,3716566,active
N#C\C(=C\1/CCC[NH2+]1)\c2ccc3ccccc3n2,3716781,active
C1Cc2[nH+]cc(c3ccc4OCCOc4c3)n2C1,3716840,active
COc1ccc(cc1)n2c(C)cc(C(=O)Cn3c(NCCO)nc4ccccc34)c2C,3716983,active
CCN(CC)S(=O)(=O)c1cc(ccc1F)C(=O)OCC(=O)c2ccc3OCC(=O)Nc3c2,3717079,active
CC(=O)c1c(C)[nH]c(C(=O)OCCCCN2C(=O)c3ccccc3C2=O)c1C,3717602,active
COc1ccc(CCNC(=O)C[NH+]2CCN(CC2)c3cccc(Cl)c3)cc1OC,3717621,active
CN(C)c1ccc(cc1)c2cncnc2NCc3ccccc3,4237489,active
COc1ccccc1CNc2ncnc3ccc(cc23)c4cccc(NS(=O)(=O)C)c4,4237650,active
COc1ccccc1c2ccc3ncnc(NCc4ccccc4)c3c2,4237693,active
COc1ccc(CNc2cc(ncn2)c3ccccc3C)c(OC)c1,4237782,active
Cc1cccc(CNc2ncnc3ccc(cc23)c4cccc(NS(=O)(=O)C)c4)c1,4237893,active
CN(C)C(=O)c1ccc(cc1)c2ccc3ncnc(NCc4ccccc4)c3c2,4237894,active
COc1cccc(c1)c2cncnc2NCc3cccs3,4237982,active
COc1cccc(c1)c2nc(NC3CC3)c4ccccc4n2,4238352,active
C(Nc1nc(nc2ccccc12)c3ccc4OCOc4c3)c5ccccc5,4238570,active
C(Nc1ccnc(n1)c2cccnc2)c3cccs3,4238613,active
COc1ccccc1c2ccc3ncnc(N4CCOCC4)c3c2,4238703,active
CN(C)c1ccc(cc1)c2ccc3ncnc(NCc4ccccc4)c3c2,4238755,active
COc1ccccc1CNc2ccnc(n2)c3cccc(c3)C#N,4238823,active
Cc1cnc(CNc2ncnc3ccc(cc23)c4ccccc4Cl)cn1,4238912,active
C1Oc2ccc(cc2O1)c3nccc(n3)n4ccnc4,4238995,active
COc1ccccc1CNc2ncnc3ccc(cc23)c4ccccc4C#N,4239158,active
C[NH+]1CCN(CC1)c2ncnc3ccc(cc23)c4cccc(NS(=O)(=O)C)c4,4239639,active
N#Cc1cccc(c1)c2nc(NCc3ccccc3)c4ccccc4n2,4239728,active
N#Cc1cccc(c1)c2cc(NCc3cccs3)ncn2,4239733,active
COc1ccccc1c2ccc3ncnc(NCc4cnc(C)cn4)c3c2,4239812,active
N#Cc1cccc(c1)c2cc(NCc3ccccc3)ncn2,4239975,active
COc1ccccc1CNc2ncnc3ccc(cc23)c4cccnc4,4240045,active
Clc1ccccc1c2cc(NCc3ccccc3)ncn2,4240052,active
COc1cccc(c1)c2nc(NCc3cccs3)c4ccccc4n2,4240080,active
Clc1ccccc1c2nccc(NCc3cccs3)n2,4240127,active
N#Cc1cccc(c1)c2nccc(NCc3cccnc3)n2,4240229,active
C(Nc1ncncc1c2ccc3OCOc3c2)c4cccs4,4240359,active
COc1cccc(c1)c2nc(Nc3ccncc3)c4ccccc4n2,4240388,active
CN(C)C(=O)c1ccc(cc1)c2ccc3ncnc(NCc4cccc(C)c4)c3c2,4240428,active
Cc1cccc(CNc2ncnc3ccc(cc23)c4cccnc4)c1,4240432,active
COc1ccccc1CNc2cc(ncn2)c3ccccc3OC,4240441,active
CCn1c(cc2sccc12)C(=O)N3CCCC(C3)C(=O)NCCCc4ccccc4,4240776,active
Oc1ccc(cc1O)C(=O)CSc2nc(O)c3ccccc3n2,4242102,active
Oc1ccc(Br)cc1c2nc3cnccn3c2NC4CCCC4,4242113,active
CCN1C(=O)C=C(SCC(=O)N2CCN(CC2)c3ccccc3OC)c4ccccc14,4242435,active
COc1ccc(cc1OC)c2cc(N)n(n2)S(=O)(=O)c3c(F)c(F)c(F)c(F)c3F,4242609,active
Cc1cccc2sc(NC(=O)CNS(=O)(=O)c3ccc(Br)s3)nc12,4243448,active
Cc1ccc(cc1)c2[nH]nc3OC(=C(C#N)C(c4cccnc4)c23)[NH3+],4244257,active
Cc1ccc(cc1C)n2ncc3C(=O)N(CC(=O)N4CCCc5ccccc45)C=Nc23,4244861,active
CCOc1cc(ccc1O)C2C(=C([NH3+])Oc3[nH]nc(c4ccccc4)c23)C#N,4245120,active
CN(CC(=O)Nc1nc2ccc(C)cc2s1)S(=O)(=O)c3ccc(Br)s3,4245640,active
NC(=O)C1CCN(CC1)C(=O)c2ccc3c(c2)nc(SCC#N)n4c5ccccc5nc34,4246185,active
COc1nc(Nc2ccc(O)cc2)nc(OC(C(F)(F)F)C(F)(F)F)n1,4246520,active
C1CCN(C1)c2[nH]cnc3ncnc23,4246527,active
CCOC(=O)C1SC2(CC1(O)c3c(OC)c4ccoc4c(OC)c3O2)C(F)F,4246894,active
C(CNc1ncnc2oc(c3ccccc3)c(c4ccccc4)c12)Cn5ccnc5,4246956,active
Cc1cccc(N2CCN(CC2)C(=O)CCNS(=O)(=O)c3ccc4NC(=O)CCc4c3)c1C,4247329,active
Clc1ccc(CCNC(=O)C2CCN(CC2)C(=O)c3sccc3n4cccc4)cc1,4247871,active
Cc1ccc2nc(NC(=O)C3CCN(CC3)S(=O)(=O)c4cccs4)sc2c1,4248270,active
O=C(Nc1nc(cs1)c2ccccn2)c3ccc(cc3)S(=O)(=O)N4CCCCC4,4248657,active
COc1ccc(cc1OC)C2=NOC(C2)C(=O)Nc3cc(Br)ccc3O,4249343,active
COc1ccc(cc1OC)c2cnnn2c3ccc(NC(=O)c4occc4)cc3,4249967,active
COCCN(CCOC)S(=O)(=O)c1ccc(cc1)C(=O)Nc2nc(cs2)c3ccncc3,4250862,active
Cn1c(cc2sccc12)C(=O)N3CCCC(C3)C(=O)NCCCSC4CCCCC4,4251843,active
CC1CCCCN1C(=O)CSC2=Nc3ccsc3C(=O)N2Cc4ccccn4,4252152,active
Cn1nnnc1SCC(=O)N2CC[NH+](Cc3ccccc3)CC2,4254526,active
CCOC(=O)c1[nH]c(C)c(C(=O)c2cc(F)ccc2F)c1C,4254538,active
COc1cccc(CNc2ccc(cc2)N3CCCCC3)c1OC,4254610,active
CSc1cccc(NC(=O)c2ccc(Cl)c(c2)S(=O)(=O)N3CCOCC3)c1,4254847,active
CC1Cc2ccccc2N1S(=O)(=O)c3cccc4nsnc34,4254968,active
Cc1cc(Nc2ccccc2)nc(n1)c3ccccc3O,4255018,active
Cc1nnc(SCCC(=O)Nc2nc(ns2)c3ccccc3)s1,4255415,active
CCN(CC)c1ccc(NC(=O)c2cccc(C)c2OC)c(C)c1,4255494,active
COc1ccccc1c2oc(SCC(=O)Nc3ccccc3)nn2,4255618,active
O=C(Nc1ccc2OCOc2c1)c3cccc(c3)S(=O)(=O)N4CCCC4,4255641,active
Oc1c(C[NH+]2CCN(CC2)c3ccccn3)cc(Cl)c4cccnc14,4255655,active
CN1N=C(c2ccc(C)c(c2)S(=O)(=O)NCC[NH+]3CCOCC3)c4ccccc4C1=O,4255916,active
Clc1ccc2oc(nc2c1)c3cccc(NC(=O)C4CCCO4)c3,4256024,active
COc1ccc(OC)c(c1)S(=O)(=O)N2CCC(CC2)C(=O)Nc3cccc(c3)C(F)(F)F,4256130,active
COC(=O)c1c(C)n(c2ccc(OC)cc2)c3ccc(O)cc13,4256168,active
COc1ccc(cc1)c2c3C(=O)N(C)C(=O)N(C)c3cn2C4CCCCC4,4256524,active
Fc1ccccc1c2oc(cc2)C(=O)NCc3ccccc3,4256627,active
CC1(Cc2ccccc2C(=O)O1)C(=O)Nc3nccs3,4257325,active
COC(=O)c1cc(OC)c(OC)cc1NC(=O)C2CCC(=O)N2S(=O)(=O)c3ccc(C)cc3,4257892,active
CCOC(=O)c1ccccc1NC(=O)c2ccc(NS(=O)(=O)C)cc2,4257967,active
CC(C)Oc1ccccc1C2CC(=O)Nc3cc4OCCOc4cc23,4258176,active
CCSc1sccc1C2C(=C([NH3+])N(C3=C2C(=O)CCC3)c4cccnc4)C#N,4258177,active
Clc1ccc(cc1C(=O)N2CCN(CC2)c3nc(cs3)c4ccccc4)n5cnnc5,4258273,active
CCCC(=O)Nc1nc2ccc(NC(=O)c3oc(Br)cc3)cc2s1,4258517,active
C[NH+]1CCN(CC1)c2ccccc2NC(=O)c3oc(Br)cc3,4258787,active
Clc1ccc(cc1Cl)C2=NOC(C2)C(=O)N3CCN(CC3)C(=O)c4occc4,4259020,active
Fc1ccc(cc1)\C(=C/c2oc(cc2)N3CCCCCC3)\C#N,4259339,active
Nc1nc(C[NH+]2CCN(CC2)c3cccc(Cl)c3)nc(n1)N4CCCc5ccccc45,4259427,active
CCN(CC)c1ccc(NC(=O)c2oc(Br)cc2)c(C)c1,4259947,active
COc1ccc(cc1OC)c2noc(CSc3nnc(c4ccncc4)n3c5ccc(F)cc5)n2,4260201,active
COc1ccc(cc1)c2csc(n2)N3CCC(CC3)([NH+]4CCCCC4)C(=O)N,4260341,active
Cc1ccccc1NC(=O)c2[nH]cnc2C(=O)NCc3ccccc3,4260365,active
OC(COc1ccc2cc(Br)ccc2c1)C[NH+]3CCN(CC3)c4ccccn4,4260369,active
O=S(=O)(NC1CC2CCC1C2)c3ccc4OCCOc4c3,4260475,active
C(Cc1ccccc1)[NH+]2CCN(CC2)c3ncnc4c3cnn4c5ccccc5,4260521,active
O=C(Nc1nc(cs1)c2ccc(cc2)S(=O)(=O)N3CCCC3)c4cccs4,4260842,active
Cc1onc(C)c1CSc2nc3nncc3c(O)n2c4ccccc4,4261455,active
CO\C(=C/1\C(C2=C(N=C1C)c3ccccc3C2=O)c4oc(cc4)c5ccc(cc5)C(=O)[O-])\O,4261615,active
C=CCN1C(=O)c2c(N=C1SCC(=O)N3CCOCC3)scc2c4occc4,4262147,active
Cc1cc2ncn(C3CC(=O)N(Cc4ccccc4)C3=O)c2cc1C,4262177,active
Cc1onc(C)c1C(=O)Nc2nc(cs2)C34CC5CC(CC(C5)C3)C4,4262191,active
COc1ccc(cc1)N2CCN(CC2)c3nc(NCCc4ccc(OC)c(OC)c4)nc(OC)n3,4262250,active
CCN1C(=Nc2ccccc2C1=O)SCc3nc(O)c4ccccc4n3,4262305,active
COc1ccccc1OCc2oc(cc2)C(=O)Nc3ccncc3,4262721,active
C1CN(CCN1c2ccccn2)c3nc(cs3)c4ccccc4,4262964,active
FC(F)Sc1ccc(NC(=O)c2ccc3nccnc3c2)cc1,4263064,active
O=C(CCc1ccccc1)Nc2cccc(c2)c3oc(nn3)c4occc4,4263161,active
COc1ccc(cc1)c2noc(CSc3nc(N)c(c(O)n3)c4ccccc4)n2,4263298,active
Clc1ccc(cc1)S(=O)(=O)N2CCCC2C(=O)Nc3nc4ccccc4s3,4263457,active
COc1ccccc1N2C(=O)Oc3ccc(Cl)cc3C2=O,4263662,active
N(c1cccnc1)c2nc(cs2)c3ccncc3,4264171,active
CCN(CC)S(=O)(=O)c1cc(C(=O)Nc2nncs2)c(Cl)cc1Cl,4264603,active
COc1cc(\C=C\C)ccc1OCCCCN2C(=O)NC(C)(C)C2=O,4264727,active
Oc1ccccc1c2nnc(SCC(=O)Nc3nc4ccccc4s3)n2CC=C,4264809,active
CCOC(=O)c1ccc(NC(=O)c2ccc(C[NH+]3CCOCC3)cc2)cc1,4264952,active
OC1=C2C(Sc3ccccc3N=C2CO1)c4ccc5OCOc5c4,4265668,active
O=C1N(Cc2occc2)C(Nc3ccc4OCCOc4c3)c5ccccc15,7964813,active
CCCOC(=O)c1ccc(OCC(O)Cn2c(C)nc3ccccc23)cc1,7965065,active
COc1ccc(cc1OC)c2oc(C)c(CSCC(=O)NCc3ccc4OCOc4c3)n2,7965256,active
CCOc1ccc(cc1)c2oc(N3CC[NH+](Cc4ccccc4)CC3)c(n2)C#N,7965288,active
Brc1ccc2c(c1)c3nc4ccccc4nc3n2CC[NH+]5CCOCC5,7965350,active
CCOC(=O)N1CCC(CC1)NC(=O)c2cc3c(nn(C)c3s2)c4ccccc4F,7965363,active
COc1ccc(cc1)N2CCN(CC2)C(=O)C(Cc3ccccc3)n4cccc4,7965439,active
O=C1N(Cc2occc2)C(Nc3ccc4OCOc4c3)c5ccccc15,7965449,active
CC(N1CC(CC1=O)C(=O)N2CCN(CC2)c3ccccc3)c4ccccc4,7965514,active
COc1ccc(CCNc2oc(COc3ccc(Br)cc3)nc2C#N)cc1OC,7965627,active
Cn1cccc1Cc2nnc(SCC(=O)Nc3ccc4OCOc4c3)n2CCc5ccccc5,7965737,active
C(Oc1nsnc1N2CCOCC2)c3ccccc3,7965851,active
Cc1cccc(c1)N2CCc3c(N)c4ccccc4[nH+]c23,7965897,active
Cc1oc(nc1CS(=O)(=O)CC(=O)Nc2cc(F)ccc2F)c3ccccc3C,7966023,active
CCOc1ccc(cc1)c2oc(C)c(CSCC(=O)N3CCN(CC3)c4cccc(OC)c4)n2,7966248,active
Cn1cccc1Cc2nnc(SCC(=O)N3CCc4ccccc34)n2CCc5ccccc5,7966403,active
CCOc1ccc(CCNc2cc(C)nc3ncnn23)cc1OCC,7966454,active
Cc1ccc(NC(=O)c2cc(on2)c3cccc(O)c3)cc1C,7966486,active
COc1cccc(c1)N2CCN(CC2)C(=O)c3ccc4nc(sc4c3)N5CCCCC5,7966762,active
C[NH+]1CCN(CC1)c2cc(NCCOC(=O)C)c3C(=O)c4ccccc4c5onc2c35,7967276,active
COc1cc(cc(OC)c1OC)C2CC(=O)c3c(C)c([nH]c3C2)C(=O)OCCOC(C)C,7967348,active
CCc1cccc(NC(=O)CS(=O)Cc2nc(oc2C)c3ccc(C)cc3)c1,7967392,active
Cc1nc2ccccc2c3oc(cc13)C(=O)N4CCc5ccccc5C4,7967862,active
O=C(C1CCN(CC1)S(=O)(=O)c2cccc3cccnc23)N4CCC(=CC4)c5ccccc5,7967976,active
CN(C)S(=O)(=O)c1ccc2N(C)C=C(C(=O)NCCC[NH+]3CCCCCC3)C(=O)c2c1,7968265,active
Fc1ccc(cc1)c2oc(NCc3cccc4OCOc34)c(n2)C#N,7968590,active
CCCCCN1C(=N)N(CC(O)COc2ccccc2OC)c3ccccc13,7968890,active
CCOc1ccc(cc1)c2oc(N3CCCCCC3)c(n2)C#N,7968933,active
CCOC(=O)N1CCC(CC1)NC(=O)c2oc3c(c2)c(C)nc4ccccc34,7968944,active
COc1ccc(cc1)c2csc(n2)N3CCN(CC3)C(=O)c4occc4,7968963,active
CCOCCOC(=O)c1[nH]c2CC(CC(=O)c2c1C)c3ccc(cc3)N(C)C,7969006,active
Cc1cccc2sc(NC(=O)Cn3cccc3)nc12,7969198,active
COC(=O)c1ccc(NC(=O)C2CCCN2S(=O)(=O)c3ccc(C)cc3)cc1,7969273,active
CN(C)c1ccc(cc1)C2CC(=O)c3c(C)c([nH]c3C2)C(=O)OCC4CCCO4,7969306,active
Cn1cccc1Cc2nnc(SCC(=O)Nc3nccs3)n2CCc4ccccc4,7969353,active
COc1ccccc1N2CC[NH+](C\C=C\c3ccc(cc3)N(C)C)CC2,7972032,active
CCc1nc(C)c(C#N)c2cc(OC)c(OC)cc12,7972195,active
CCCC(=O)c1ccc(N2CCN(CC2)C(=O)c3ccccc3Br)c(F)c1,7972602,active
Brc1ccc(cc1S(=O)(=O)N2CCOCC2)C(=O)Nc3ccc4OCCOc4c3,7973303,active
Cc1cc(OCCCn2ccnc2)cc(C)c1Cl,7973491,active
COc1ccccc1OCC(=O)Nc2ccc(cc2)S(=O)(=O)N3CCCCCC3,7973654,active
CN1N(C(=O)C(=C1C)N=C2C(=O)c3ccccc3C2=O)c4ccccc4,7973677,active
CCOC(=O)c1ccc(NC(=O)c2cccc(c2)S(=O)(=O)N3CCOCC3)cc1,7973809,active
CC(=O)c1ccc2CCc3ccc(O)c1c23,7973963,active
CCOC(=O)c1ccc(NC(=O)c2oc3ccccc3c2)cc1,7973974,active
Fc1ccccc1N2CCN(CC2)C(=O)c3cccc(c3)C(=O)N4CCN(CC4)c5ccccc5F,7973991,active
COc1ccc(NC2=CC3=NC4(CCCCC4)[N+](=C3C=C2)[O-])cc1,7974352,active
C1CN(CCO1)c2ncnc3sc(cc23)c4ccccc4,7974582,active
FC(F)C(F)(F)C(F)(F)C(F)(F)c1cc([nH]n1)c2ccccc2,7974896,active
c1ccc(cc1)c2csc3ncn4cnnc4c23,7974951,active
OC1(CC(=O)c2ccc3ccccc3c2O1)C(F)(F)F,7975256,active
COc1ccccc1N2C3Nc4ccccc4N(C)C3N(C(=O)C)C2=O,7975642,active
CC(=O)NC(c1occc1)c2ccc3cccnc3c2O,7976181,active
[NH3+]C1=C(C#N)C(C2CCCCC2)c3ccc(O)cc3O1,7976523,active
O=C(Nc1ccc2nn(nc2c1)c3ccccc3)c4ccc5OCCOc5c4,7977259,active
Cc1cc(\C=N\n2cnnc2)c(C)n1c3ccc4ncccc4c3,7977413,active
CCOC(=O)c1c(C)c(sc1N)C(=O)N,7977467,active
C1Cn2c(S1)nc(c3ccccc3)c2\N=C\c4ccccc4,7977561,active
COC(=O)c1cccc(Nc2nc3ccccc3nc2C)c1,7977894,active
CCn1c2ccccc2c3nnc(SCC(=O)c4ccccc4)nc13,7977953,active
CCc1c(C#N)c(N)nc(SCC(=O)OCc2ccccc2)c1C#N,7977992,active
CCOC(=O)C1CCN(CC1)C(=O)Nc2ccc3nc(c4occc4)c(nc3c2)c5occc5,7978261,active
CN1CC[NH+](CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,11110644,active
COc1ccc(NC(=O)c2ccc(cc2)c3ccc(cc3C)c4noc(C)n4)cc1N5CC[NH+](C)CC5,11111230,active
OCC[NH2+]CCNc1ccc(NCC[NH2+]CCO)c2C(=O)c3c([O-])ccc([O-])c3C(=O)c12,11111482,active
C[NH+](C)CCCn1cc(C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)c5ccccc15,11113674,active
COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OC)C,11113899,active
CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C,11113912,active
CNC(=O)[C@H]1O[C@@H]([C@@H](O)[C@@H]1O)n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc23,11113917,active
Nc1ccccc1S\C(=C(\C#N)/C(=C(\[NH3+])/Sc2ccccc2N)/C#N)\[NH3+],11113946,active
Cc1ccc(cc1)c2nn(CC(C)(C)C)c3ncnc(N)c23,11114062,active
CN(C)c1ccc(\C=C/2\C(=O)Nc3ccccc23)cc1,11114091,active
O=C1c2ccccc2c3n[nH]c4cccc1c34,11114107,active
