ligand_id,activity_label,canonical_smiles,inchikey,pdb_id,unidock_best_score,CNNscore,CNNaffinity,CNN_VS,gnina_affinity,heavy_atoms,mol_wt,logp,is_active,ligand_efficiency,out_of_range_cnnscore,suspicious_cnnaffinity_extreme,positive_gnina_affinity,extreme_positive_gnina_affinity,suspicious_unidock_extreme_negative,extreme_unidock_negative,suspicious_unidock_positive,suspicious_ligand_efficiency_extreme,anomaly_flags,has_any_score_anomaly,rankscore_unidock_best,pct_unidock_best,rankscore_gnina_cnnscore,pct_gnina_cnnscore,rankscore_gnina_cnnaffinity,pct_gnina_cnnaffinity,rankscore_gnina_cnn_vs,pct_gnina_cnn_vs,rankscore_gnina_affinity,pct_gnina_affinity,fusion_unidock_cnnscore,fusion_unidock_cnnaffinity,fusion_cnnscore_cnnaffinity,fusion_unidock_cnnscore_cnnaffinity
4254696,inactive,N#Cc1c(NC(=O)Cn2cnc3ccccc3c2=O)oc(-c2ccccc2)c1-c1ccccc1,XWHYBRUATHBROV-UHFFFAOYSA-N,4QTA,-10.871,0.18162,5.79984,1.0533669408,-11.18154,34.0,,,0,-0.31973529411764706,False,False,False,False,False,False,False,False,,False,10.871,0.9980890502579782,0.18162,0.5230269443913625,5.79984,0.786929103764571,1.0533669408,0.5643034588190331,11.18154,0.9992356201031913,0.7605579973246703,0.8925090770112747,0.6549780240779668,0.7693483661379705
7973726,inactive,O=C1[NH+]=C(N2CCOCC2)S/C1=C1\C(=O)N(Cc2ccccc2)c2ccccc21,ORBUEOBNKAMKQW-HNENSFHCSA-O,4QTA,-10.379,0.85832,6.68939,5.7416372248,-10.28213,29.0,,,0,-0.3578965517241379,False,False,False,False,False,False,False,False,,False,10.379,0.997897955283776,0.85832,0.9889164914962737,6.68939,0.9701891840244602,5.7416372248,0.9963691954901586,10.28213,0.9952226256449456,0.9934072233900249,0.9840435696541181,0.979552837760367,0.9856678769348366
865907,inactive,COc1ccc2c(=O)c3c(=O)n(Cc4ccco4)c(-c4ccc(C)cc4)nc3oc2c1,MOCAPQPXQHQWHQ-UHFFFAOYSA-N,4QTA,-10.367,0.17363,5.94152,1.0316261176,-10.96779,31.0,,,0,-0.3344193548387097,False,False,False,False,False,False,False,False,,False,10.367,0.9977068603095739,0.17363,0.5064016816357729,5.94152,0.8306898528568699,1.0316261176,0.5566596598509459,10.96779,0.9990445251289891,0.7520542709726734,0.9141983565832219,0.6685457672463214,0.778266131600739
865164,inactive,COc1cc(C2c3c(oc4c(C)cc(C)cc4c3=O)C(=O)N2Cc2cccnc2)ccc1O,CSIGPRXFOIHBGS-UHFFFAOYSA-N,4QTA,-10.309,0.16436,6.04283,0.9931995388,-11.32618,33.0,,,0,-0.3123939393939394,False,False,False,False,False,False,False,False,,False,10.309,0.9975157653353717,0.16436,0.4874832791897573,6.04283,0.8610739537550163,0.9931995388,0.5440473915536022,11.32618,0.9996178100515957,0.7424995222625645,0.929294859545194,0.6742786164723868,0.7820243327600483
4248473,inactive,Cc1ccc(-n2c(=O)[nH]cc(C(=O)N3CCc4ccccc43)c2=O)cc1,WVXWIXJKADTHIP-UHFFFAOYSA-N,4QTA,-10.289,0.48611,5.75817,2.7991040187,1.24349,26.0,,,0,-0.3957307692307692,False,False,True,False,False,False,False,False,positive_gnina_affinity,True,10.289,0.9973246703611695,0.48611,0.8389069367475636,5.75817,0.770877125931588,2.7991040187,0.8606917638066118,-1.24349,0.05407987769921651,0.9181158035543665,0.8841008981463787,0.8048920313395758,0.8690362443467737
7965405,inactive,Cc1c(NC(=O)C(C)N2C(=O)C3C4C=CC(C4)C3C2=O)c(=O)n(-c2ccccc2)n1C,OWPYXGRYYOBCNG-UHFFFAOYSA-N,4QTA,-10.244,0.27463,6.04551,1.6602784113,-9.96148,31.0,,,0,-0.3304516129032258,False,False,False,False,False,False,False,False,,False,10.244,0.9971335753869673,0.27463,0.6655837951461877,6.04551,0.8618383336518249,1.6602784113,0.7074335944964647,9.96148,0.9873877317026563,0.8313586852665775,0.9294859545193961,0.7637110643990064,0.84151856806166
4263072,inactive,N#Cc1c(NC(=O)Cn2c(=O)oc3ccccc32)oc(-c2ccccc2)c1-c1ccccc1,RWKGLAAFPMCMRK-UHFFFAOYSA-N,4QTA,-10.205,0.11881,6.44713,0.7659835153,-10.07761,33.0,,,0,-0.30924242424242426,False,False,False,False,False,False,False,False,,False,10.205,0.9969424804127651,0.11881,0.3669023504681827,6.44713,0.9426715077393465,0.7659835153,0.45709917829161095,10.07761,0.9902541563156889,0.6819224154404739,0.9698069940760559,0.6547869291037646,0.768838779540098
847986,inactive,O=C1c2ccccc2-c2nc3ncnn3c(-c3ccccc3)c21,LKTXLEJFOZFJKW-UHFFFAOYSA-N,4QTA,-10.158,0.2133,5.99363,1.278441279,-10.25514,23.0,,,0,-0.44165217391304346,False,False,False,False,False,False,False,False,,False,10.158,0.996751385438563,0.2133,0.5843684311102618,5.99363,0.8461685457672463,1.278441279,0.626409325434741,10.25514,0.9948404356965411,0.7905599082744124,0.9214599656029047,0.7152684884387541,0.8090961207720238
4253249,inactive,O=C([O-])c1ccc(C(=O)[O-])c(C(=O)Nc2ccc3c(c2)Cc2ccccc2-3)c1,BGOJJHGVMOOKAU-UHFFFAOYSA-L,4QTA,-10.132,0.2739,5.95847,1.6320249329999998,-10.78718,28.0,,,0,-0.3618571428571428,False,False,False,False,False,False,False,False,,False,10.132,0.9965602904643608,0.2739,0.6643416778138735,5.95847,0.8354672272119243,1.6320249329999998,0.701318555321995,10.78718,0.9988534301547869,0.8304509841391172,0.9160137588381425,0.749904452512899,0.8321230651633863
11114263,inactive,CC(C)(O)[C@H]1O[C@@H]2CC[C@]3(C)[C@@]4(C)c5[nH]c6ccccc6c5C[C@@H]4CC[C@]3(O)C2=CC1=O,ACNHBCIZLNNLRS-KWSNMMCTSA-N,4QTA,-10.128,0.143,6.14695,0.87901385,-11.55819,32.0,,,0,-0.3165,False,False,False,False,False,False,False,False,,False,10.128,0.9963691954901586,0.143,0.43493216128415824,6.14695,0.8879227976304224,0.87901385,0.5048729218421556,11.55819,1.0,0.7156506783871583,0.9421459965602905,0.6614274794572903,0.773074718134913
849367,inactive,O=C(Cn1c(C2CC2)nc2ccccc2c1=O)Nc1ccc(Br)cc1,ORMDNQCHUAVYQA-UHFFFAOYSA-N,4QTA,-10.12,0.88458,6.644,5.877149520000001,-10.6679,25.0,,,0,-0.4048,False,False,False,False,False,False,False,False,,False,10.12,0.9961781005159565,0.88458,0.9927383909803172,6.644,0.9654118096694057,5.877149520000001,0.9973246703611695,10.6679,0.9986623351805848,0.9944582457481368,0.9807949550926811,0.9790751003248614,0.9847761003885598
864048,active,O=C1c2ccccc2C(=O)N1c1ccc2[nH]c(-c3ccc(Br)o3)nc2c1,DHAQBBFOHPFXDP-UHFFFAOYSA-N,4QTA,-10.093,0.53766,6.62378,3.5613415548000003,-10.42947,26.0,,,1,-0.38819230769230767,False,False,False,False,False,False,False,False,,False,10.093,0.9959870055417542,0.53766,0.8733995795910567,6.62378,0.9635008599273839,3.5613415548000003,0.9264284349321613,10.42947,0.9963691954901586,0.9346932925664055,0.9797439327345691,0.9184502197592204,0.944295815020065
4263913,inactive,CCn1c2ccccc2c2cc(NC(=O)CSc3nnnn3-c3ccccc3)ccc21,PKWBGMCLPVXLSO-UHFFFAOYSA-N,4QTA,-10.059,0.26436,6.37983,1.6865718587999998,-7.73529,31.0,,,0,-0.3244838709677419,False,False,False,False,False,False,False,False,,False,10.059,0.9957959105675521,0.26436,0.6545002866424613,6.37983,0.9327345690808332,1.6865718587999998,0.7135486336709345,7.73529,0.6934836613797057,0.8251480986050067,0.9642652398241927,0.7936174278616472,0.8610102554302822
860755,inactive,Cc1ccc(C(=O)C2=C(O)C(=O)N(c3cc(C)on3)C2c2cccc(Br)c2)cc1,UJEXPFGMAGZJPQ-UHFFFAOYSA-N,4QTA,-10.057,0.34552,5.60311,1.9359865672,7.65731,29.0,,,0,-0.34679310344827585,False,False,True,False,False,False,False,False,positive_gnina_affinity,True,10.057,0.9956048155933499,0.34552,0.7393464551882285,5.60311,0.7101089241352952,1.9359865672,0.7552073380470093,-7.65731,0.014905407987769922,0.8674756353907892,0.8528568698643226,0.7247276896617618,0.8150200649722912
862673,inactive,Cc1nc(SCC(=O)N2CCCc3ccccc32)c2oc3ccccc3c2n1,WTUOQLDPMLZYGH-UHFFFAOYSA-N,4QTA,-10.011,0.45902,6.5447,3.004148194,-11.23987,28.0,,,0,-0.35753571428571423,False,False,False,False,False,False,False,False,,False,10.011,0.9954137206191477,0.45902,0.8226638639403784,6.5447,0.9552837760366902,3.004148194,0.881138926046245,11.23987,0.9994267150773934,0.909038792279763,0.975348748327919,0.8889738199885343,0.9244537868654055
7964940,inactive,O=C(C1CCN(S(=O)(=O)c2cccc3cccnc23)CC1)N1CCN(c2ccccc2)CC1,KXHGYLLUCCJNLQ-UHFFFAOYSA-N,4QTA,-9.972,0.1519,6.4009,0.97229671,-10.23636,33.0,,,0,-0.30218181818181816,False,False,False,False,False,False,False,False,,False,9.972,0.9952226256449456,0.1519,0.4595834129562392,6.4009,0.9359831836422702,0.97229671,0.5390789222243455,10.23636,0.9942671507739347,0.7274030193005924,0.9656029046436079,0.6977832982992547,0.7969297407478183
862220,inactive,Cc1cccc(-c2nnc3sc(-c4ccccc4C)nn23)c1,LMAZXSRXTMOVNW-UHFFFAOYSA-N,4QTA,-9.971,0.16519,5.56886,0.9199199834,-10.15309,22.0,,,0,-0.45322727272727276,False,False,False,False,False,False,False,False,,False,9.971,0.9950315306707433,0.16519,0.48901203898337475,5.56886,0.698069940760558,0.9199199834,0.5197783298299254,10.15309,0.992547296006115,0.742021784827059,0.8465507357156506,0.5935409898719664,0.7273711701382254
4261555,inactive,COc1ccc(S(=O)(=O)N2CCCC2C(=O)Nc2nc3c(s2)CCCC3)cc1,YSRCLMBCKYKCBM-UHFFFAOYSA-N,4QTA,-9.951,0.3603,6.74594,2.430562182,-10.32995,28.0,,,0,-0.3553928571428572,False,False,False,False,False,False,False,False,,False,9.951,0.9948404356965411,0.3603,0.7511943435887636,6.74594,0.9770686030957386,2.430562182,0.8173132046627174,10.32995,0.9954137206191477,0.8730173896426523,0.9859545193961399,0.8641314733422512,0.9077011274603478
4238376,inactive,O=c1c(-c2cc(F)cc(F)c2)nc2cnc(N3CC[NH2+]CC3)nc2n1-c1ccccc1,XUWAPSCWGPBPHR-UHFFFAOYSA-O,4QTA,-9.903,0.07652,5.7063,0.436646076,-10.21301,31.0,,,0,-0.3194516129032258,False,False,False,False,False,False,False,False,,False,9.903,0.994649340722339,0.07652,0.22510987961016626,5.7063,0.7500477737435506,0.436646076,0.26848843875406075,10.21301,0.9938849608255302,0.6098796101662527,0.8723485572329448,0.4875788266768584,0.6566023313586853
4246295,inactive,O=C(CN1C(=O)COc2ccccc21)NCCC[NH+]1CCc2ccccc2C1,QNQGZBZEMUQMCU-UHFFFAOYSA-O,4QTA,-9.898,0.59261,5.77617,3.4230161037,-9.22786,28.0,,,0,-0.3535,False,False,False,False,False,False,False,False,,False,9.898,0.9944582457481368,0.59261,0.9000573284922606,5.77617,0.7771832600802598,3.4230161037,0.9149627364800306,9.22786,0.955092681062488,0.9472577871201987,0.8858207529141984,0.8386202942862602,0.8905662781068857
860208,inactive,COc1ccc(-c2nnc3sc(CN4C(=O)c5ccccc5C4=O)nn23)cc1,DIXNPGUUIWISFD-UHFFFAOYSA-N,4QTA,-9.884,0.66094,6.17783,4.0831749602,-10.08899,28.0,,,0,-0.35300000000000004,False,False,False,False,False,False,False,False,,False,9.884,0.9942671507739347,0.66094,0.9237531052933308,6.17783,0.8931779094209822,4.0831749602,0.955092681062488,10.08899,0.990445251289891,0.9590101280336327,0.9437225300974584,0.9084655073571565,0.9370660551627492
4238170,inactive,C[NH+]1CCN(c2ncc3nc(-c4cc(F)cc(F)c4)c(=O)n(-c4ccccc4)c3n2)CC1,ILQRFJKSMSHYMW-UHFFFAOYSA-O,4QTA,-9.861,0.08261,5.23663,0.4325980043,-10.03762,32.0,,,0,-0.30815625,False,False,False,False,False,False,False,False,,False,9.861,0.9940760557997325,0.08261,0.24364609210777757,5.23663,0.5537932352379132,0.4325980043,0.26581310911523026,10.03762,0.9896808713930824,0.618861073953755,0.7739346455188229,0.3987196636728454,0.5971717943818078
4251093,inactive,COc1ccc2cc3cc(C(=O)NCc4ccc5c(c4)OCO5)oc3nc2c1,ACOMGCASAKQJIO-UHFFFAOYSA-N,4QTA,-9.859,0.30085,5.96269,1.7938752865,-10.40641,28.0,,,0,-0.35210714285714284,False,False,False,False,False,False,False,False,,False,9.859,0.9938849608255302,0.30085,0.6967322759411427,5.96269,0.8368048920313396,1.7938752865,0.7311293712975349,10.40641,0.9957959105675521,0.8453086183833365,0.9153449264284349,0.7667685839862411,0.8424740429326709
4238755,active,CN(C)c1ccc(-c2ccc3ncnc(NCc4ccccc4)c3c2)cc1,RUQXKKVIBSBOED-UHFFFAOYSA-N,4QTA,-9.838,0.03796,4.57291,0.1735876636,-10.21167,27.0,,,1,-0.36437037037037034,False,False,False,False,False,False,False,False,,False,9.838,0.9936938658513281,0.03796,0.07395375501624307,4.57291,0.26543091916682593,0.1735876636,0.07510032486145614,10.21167,0.9936938658513281,0.5338238104337856,0.629562392509077,0.1696923370915345,0.44435951334479906
4246052,inactive,Cc1cc(NC(=O)C2CCCC2)nc2c1c(=O)oc1ccccc12,UONLIUUPUHVDLZ-UHFFFAOYSA-N,4QTA,-9.835,0.93423,7.09471,6.6280909233,-9.96253,24.0,,,0,-0.4097916666666667,False,False,False,False,False,False,False,False,,False,9.835,0.9935027708771259,0.93423,0.9980890502579782,7.09471,0.9942671507739347,6.6280909233,0.9992356201031913,9.96253,0.9875788266768584,0.995795910567552,0.9938849608255302,0.9961781005159565,0.9952863239696796
7965984,inactive,Cc1cc(C)cc(N(CC(=O)N2CCN(c3ccccc3)CC2)S(=O)(=O)c2c(C)noc2C)c1,UUMCKTHSXIEKMU-UHFFFAOYSA-N,4QTA,-9.822,0.2791,6.46042,1.803103222,-10.00219,34.0,,,0,-0.2888823529411764,False,False,False,False,False,False,False,False,,False,9.822,0.9933116759029238,0.2791,0.671316644372253,6.46042,0.9451557424039748,1.803103222,0.7338047009363654,10.00219,0.9885343015478693,0.8323141601375884,0.9692337091534493,0.8082361933881139,0.8699280208930505
26754057,inactive,Cn1c(=O)c(C(=O)COC(=O)c2cc(C3CC3)nc3ccccc23)c(N)n(Cc2ccccc2)c1=O,YBBVUYHFZKENTD-UHFFFAOYSA-N,4QTA,-9.817,0.2498,6.6215,1.6540507,-10.37923,36.0,,,0,-0.27269444444444446,False,False,False,False,False,False,False,False,,False,9.817,0.9931205809287216,0.2498,0.6374928339384675,6.6215,0.9633097649531818,1.6540507,0.7059048347028473,10.37923,0.9956048155933499,0.8153067074335945,0.9782151729409516,0.8004012994458246,0.8646410599401236
4254780,inactive,COc1ccc(Br)cc1C(=O)Nc1cccc(-c2nnc(-c3ccco3)o2)c1,RWHUUAMFWJFHDE-UHFFFAOYSA-N,4QTA,-9.815,0.44502,6.63597,2.9531393694000005,-7.71116,28.0,,,0,-0.3505357142857143,False,False,False,False,False,False,False,False,,False,9.815,0.9929294859545194,0.44502,0.8131091152302694,6.63597,0.964647429772597,2.9531393694000005,0.87368622205236,7.71116,0.686222052360023,0.9030193005923943,0.9787884578635582,0.8888782725014333,0.9235620103191285
4251462,inactive,Cc1ccc(C)c2nc(O)c(CCNC(=O)c3ccc4c(c3)OCO4)cc12,LSDSAGWMIASUKV-UHFFFAOYSA-N,4QTA,-9.812,0.36955,6.08616,2.249140428,-10.44767,27.0,,,0,-0.3634074074074074,False,False,False,False,False,False,False,False,,False,9.812,0.9927383909803172,0.36955,0.7613223772214791,6.08616,0.8742595069749666,2.249140428,0.7951461876552647,10.44767,0.996751385438563,0.8770303841008982,0.933498948977642,0.8177909420982228,0.8761067583922543
4252009,inactive,CCn1cc(C(=O)N2CC(C)CC(C)C2)c(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc21,KANQEDGUMHPYJH-UHFFFAOYSA-N,4QTA,-9.798,0.11745,5.70983,0.6706195335,-0.04206,32.0,,,0,-0.3061875,False,False,False,False,False,False,False,False,,False,9.798,0.992547296006115,0.11745,0.3617427861647239,5.70983,0.7513854385629658,0.6706195335,0.4110452895088859,0.04206,0.0657366711255494,0.6771450410854194,0.8719663672845404,0.5565641123638448,0.7018918402446016
4260065,inactive,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)CSc3n[nH]c(-c4ccccc4)n3)cc2)c1C,GSKSNSJJNBDWKN-UHFFFAOYSA-N,4QTA,-9.794,0.09695,5.76705,0.5591154975,-9.01176,33.0,,,0,-0.2967878787878788,False,False,False,False,False,False,False,False,,False,9.794,0.9923562010319129,0.09695,0.29199312058092874,5.76705,0.7735524555704185,0.5591154975,0.3498948977641888,9.01176,0.9373208484616855,0.6421746608064208,0.8829543283011657,0.5327727880756736,0.6859672590610867
864413,inactive,Cn1c(=O)n(Cc2ccc(F)cc2)c(=O)c2c1nc1n2CCCN1Cc1ccccc1,VFXGBAOPKLAYLT-UHFFFAOYSA-N,4QTA,-9.776,0.29331,6.49948,1.9063624788,-10.02703,31.0,,,0,-0.3153548387096774,False,False,False,False,False,False,False,False,,False,9.776,0.9921651060577107,0.29331,0.685266577489012,6.49948,0.9501242117332314,1.9063624788,0.7511943435887636,10.02703,0.9891075864704758,0.8387158417733613,0.9711446588954711,0.8176953946111216,0.8758519650933181
7967317,inactive,COc1cccc(C2CC(c3cccc(Br)c3)n3ncnc3N2)c1,CEJLAVTZQSVZOC-UHFFFAOYSA-N,4QTA,-9.775,0.12612,5.40163,0.6812535756,-10.20109,24.0,,,0,-0.40729166666666666,False,False,False,False,False,False,False,False,,False,9.775,0.9919740110835085,0.12612,0.387540607682018,5.40163,0.6262182304605389,0.6812535756,0.41830689852856867,10.20109,0.9935027708771259,0.6897573093827633,0.8090961207720238,0.5068794190712784,0.6685776164086885
7977920,inactive,Cc1ccc(-c2cc(C(F)(F)F)n3ncc(C(=O)N4CC[NH+](C)CC4)c3n2)cc1,HMLUVIUHNYJEPW-UHFFFAOYSA-O,4QTA,-9.762,0.04748,5.60639,0.2661913972,-10.17754,29.0,,,0,-0.33662068965517244,False,False,False,False,False,False,False,False,,False,9.762,0.9917829161093064,0.04748,0.11198165488247659,5.60639,0.7114465889547105,0.2661913972,0.1492451748519014,10.17754,0.9929294859545194,0.5518822854958915,0.8516147525320084,0.4117141219185935,0.6050703866488312
851465,inactive,O=C(c1cnn2c1NC(c1ccc(Br)cc1)CC2C(F)(F)F)N1CC[NH+]2CCCC2C1,CDPOFXVLELFQGF-UHFFFAOYSA-O,4QTA,-9.753,0.05766,6.24911,0.3603236826,-10.5784,31.0,,,0,-0.31461290322580643,False,False,False,False,False,False,False,False,,False,9.753,0.9915918211351041,0.05766,0.15134721956812536,6.24911,0.9113319319701891,0.3603236826,0.22205236002293138,10.5784,0.9982801452321803,0.5714695203516147,0.9514618765526466,0.5313395757691572,0.6847569908911395
7974539,inactive,O=C(c1cc2nc(-c3ccc(F)cc3)cc(C(F)(F)F)n2n1)N1CCOCC1,OGFLEYWTLFIGRT-UHFFFAOYSA-N,4QTA,-9.749,0.29273,6.41255,1.8771457615,-9.92764,28.0,,,0,-0.34817857142857145,False,False,False,False,False,False,False,False,,False,9.749,0.9914007261609019,0.29273,0.6843111026180011,6.41255,0.937894133384292,1.8771457615,0.7467991591821135,9.92764,0.9864322568316454,0.8378559143894515,0.9646474297725969,0.8111026180011465,0.8712019873877317
11111816,inactive,O=C(CCC[NH+]1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,DKGZKTPJOSAWFA-UHFFFAOYSA-O,4QTA,-9.723,0.13326,5.26816,0.7020350016,-10.41458,29.0,,,0,-0.33527586206896554,False,False,False,False,False,False,False,False,,False,9.723,0.9912096311866998,0.13326,0.40722339002484237,5.26816,0.5654500286642461,0.7020350016,0.4290082170838907,10.41458,0.9959870055417542,0.6992165106057711,0.778329829925473,0.4863367093445442,0.6546276832919294
849320,inactive,CC1=C(C(=O)Nc2ccccc2C)C(c2ccc(C)o2)C2=C(O)CCCC2=N1,ZZQWLHXSTUPZCE-UHFFFAOYSA-N,4QTA,-9.721,0.23926,6.5252,1.561219352,-10.12485,28.0,,,0,-0.34717857142857145,False,False,False,False,False,False,False,False,,False,9.721,0.9910185362124976,0.23926,0.6239250907701127,6.5252,0.9533728262946685,1.561219352,0.6856487674374164,10.12485,0.9917829161093064,0.8074718134913051,0.972195681253583,0.7886489585323906,0.8561054844257595
4247023,inactive,Cc1nn(C)c(C)c1S(=O)(=O)N1CCCC(C(=O)N2CCN(c3ccc(Cl)cc3)CC2)C1,YUEPVDFRWTWWLV-UHFFFAOYSA-N,4QTA,-9.719,0.90478,8.06855,7.300262669,-10.07672,32.0,,,0,-0.30371875,False,False,False,False,False,False,False,False,,False,9.719,0.9908274412382955,0.90478,0.9956048155933499,8.06855,1.0,7.300262669,1.0,10.07672,0.9900630613414867,0.9932161284158227,0.9954137206191478,0.997802407796675,0.9954774189438819
